GEOID,Human,Natural,Undetermined,Unknown,Year
37031,13.0,,,,1981
37039,26.0,,,,1981
37043,18.0,,,,1981
37049,14.0,,,,1981
37055,5.0,2.0,,,1981
37075,41.0,,,,1981
37081,1.0,,,,1981
37087,3.0,,,,1981
37089,1.0,,,,1981
37095,3.0,,,,1981
37099,13.0,,,,1981
37103,2.0,,,,1981
37111,30.0,,,,1981
37113,18.0,,,,1981
37115,8.0,,,,1981
37121,4.0,,,,1981
37139,,1.0,,,1981
37173,10.0,,,,1981
37175,20.0,,,,1981
37193,1.0,,,,1981
37199,5.0,,,,1981
38007,2.0,,,,1981
38029,1.0,,,,1981
38057,1.0,,,,1981
38093,1.0,,,,1981
39153,3.0,,,,1981
40079,25.0,2.0,,,1981
40089,7.0,,,,1981
40099,2.0,,,,1981
41001,13.0,34.0,,,1981
41005,29.0,6.0,,,1981
41011,2.0,,,,1981
41013,10.0,39.0,,,1981
41017,49.0,74.0,,,1981
41019,14.0,,,,1981
41021,,1.0,,,1981
41023,24.0,82.0,,,1981
41025,26.0,53.0,,,1981
41027,12.0,,,,1981
41029,15.0,5.0,,,1981
41031,16.0,16.0,,,1981
41033,9.0,,,,1981
41035,13.0,10.0,,,1981
41037,4.0,42.0,,,1981
41039,35.0,9.0,,,1981
41043,22.0,5.0,,,1981
41045,17.0,13.0,,,1981
41047,11.0,,,,1981
41051,2.0,,,,1981
41053,1.0,,,,1981
41055,1.0,,,,1981
41061,6.0,20.0,,,1981
41063,6.0,36.0,,,1981
41065,27.0,7.0,,,1981
41069,2.0,8.0,,,1981
41071,1.0,,,,1981
42013,1.0,,,,1981
42053,1.0,,,,1981
42083,2.0,,,,1981
42089,2.0,,,,1981
42103,18.0,,,,1981
42123,1.0,,,,1981
45001,3.0,,,,1981
45015,130.0,1.0,,,1981
45019,64.0,,,,1981
45021,1.0,,,,1981
45023,2.0,,,,1981
45025,1.0,1.0,,,1981
45037,1.0,,,,1981
45047,1.0,1.0,,,1981
45059,3.0,,,,1981
45065,4.0,,,,1981
45071,6.0,1.0,,,1981
45073,15.0,,,,1981
45087,8.0,,,,1981
46003,1.0,,,,1981
46007,,1.0,,,1981
46023,1.0,,,,1981
46033,25.0,20.0,,,1981
46035,1.0,,,,1981
46047,,3.0,,,1981
46079,1.0,,,,1981
46081,12.0,17.0,,,1981
46093,1.0,6.0,,,1981
46103,18.0,33.0,,,1981
46109,1.0,,,,1981
47009,3.0,,,,1981
47019,20.0,,,,1981
47029,6.0,,,,1981
47049,3.0,,,,1981
47059,5.0,,,,1981
47071,2.0,,,,1981
47079,1.0,,,,1981
47081,2.0,,,,1981
47101,2.0,,,,1981
47119,1.0,,,,1981
47123,38.0,,,,1981
47129,6.0,,,,1981
47139,68.0,,,,1981
47151,6.0,,,,1981
47155,7.0,,,,1981
47161,1.0,,,,1981
47163,6.0,,,,1981
47171,14.0,,,,1981
47181,4.0,,,,1981
48005,7.0,,,,1981
48039,1.0,2.0,,,1981
48071,4.0,,,,1981
48097,2.0,1.0,,,1981
48181,1.0,,,,1981
48199,3.0,,,,1981
48215,1.0,,,,1981
48225,8.0,,,,1981
48233,,1.0,,,1981
48241,2.0,,,,1981
48245,2.0,,,,1981
48273,1.0,,,,1981
48339,5.0,,,,1981
48341,1.0,,,,1981
48375,1.0,,,,1981
48403,10.0,,,,1981
48405,2.0,,,,1981
48407,3.0,,,,1981
48419,7.0,,,,1981
48455,6.0,,,,1981
48457,2.0,,,,1981
48471,9.0,,,,1981
48497,6.0,,,,1981
49001,7.0,15.0,,,1981
49003,2.0,7.0,,,1981
49007,2.0,4.0,,,1981
49009,1.0,10.0,,,1981
49015,,2.0,,,1981
49017,3.0,10.0,,,1981
49019,12.0,8.0,,,1981
49021,6.0,24.0,,,1981
49023,5.0,22.0,,,1981
49025,1.0,9.0,,,1981
49027,3.0,18.0,,,1981
49033,,1.0,,,1981
49035,1.0,2.0,,,1981
49037,7.0,22.0,,,1981
49039,5.0,3.0,,,1981
49041,6.0,15.0,,,1981
49045,7.0,79.0,,,1981
49047,9.0,25.0,,,1981
49049,1.0,4.0,,,1981
49051,,1.0,,,1981
49053,5.0,20.0,,,1981
49055,,2.0,,,1981
51005,7.0,,,,1981
51009,10.0,,,,1981
51011,1.0,,,,1981
51015,12.0,1.0,,,1981
51017,5.0,,,,1981
51019,2.0,,,,1981
51021,3.0,1.0,,,1981
51023,9.0,1.0,,,1981
51035,1.0,,,,1981
51045,9.0,1.0,,,1981
51051,3.0,,,,1981
51059,2.0,,,,1981
51071,1.0,,,,1981
51077,1.0,,,,1981
51091,1.0,,,,1981
51105,4.0,,,,1981
51107,5.0,,,,1981
51121,1.0,,,,1981
51139,4.0,,,,1981
51141,1.0,,,,1981
51143,1.0,,,,1981
51155,1.0,,,,1981
51163,11.0,,,,1981
51165,6.0,,,,1981
51169,3.0,,,,1981
51171,8.0,,,,1981
51173,4.0,,,,1981
51177,5.0,,,,1981
51195,15.0,,,,1981
51199,2.0,,,,1981
51730,2.0,,,,1981
53001,1.0,,,,1981
53007,2.0,8.0,,,1981
53009,2.0,,,,1981
53017,1.0,,,,1981
53021,1.0,,,,1981
53031,4.0,2.0,,,1981
53041,1.0,,,,1981
53043,,1.0,,,1981
53045,1.0,1.0,,,1981
53047,,1.0,,,1981
53055,1.0,,,,1981
53059,1.0,,,,1981
53065,2.0,,,,1981
53073,2.0,1.0,,,1981
54025,3.0,,,,1981
54027,1.0,,,,1981
54037,1.0,,,,1981
54057,1.0,,,,1981
54071,5.0,,,,1981
54075,3.0,,,,1981
54083,2.0,,,,1981
55057,2.0,,,,1981
56001,,2.0,,,1981
56003,4.0,4.0,,,1981
56007,20.0,5.0,,,1981
56009,,2.0,,,1981
56011,2.0,23.0,,,1981
56013,5.0,4.0,,,1981
56017,1.0,1.0,,,1981
56019,3.0,1.0,,,1981
56023,43.0,41.0,,,1981
56025,4.0,,,,1981
56029,9.0,18.0,,,1981
56031,,2.0,,,1981
56033,2.0,3.0,,,1981
56035,28.0,26.0,,,1981
56037,16.0,34.0,,,1981
56039,28.0,49.0,,,1981
56041,3.0,3.0,,,1981
56043,4.0,4.0,,,1981
01007,2.0,,,,1982
01015,6.0,,,,1982
01027,7.0,1.0,,,1982
01029,5.0,1.0,,,1982
01033,2.0,,,,1982
01039,7.0,2.0,,,1982
01065,3.0,,,,1982
01077,1.0,,,,1982
01105,2.0,1.0,,,1982
01121,9.0,,,,1982
01133,7.0,,,,1982
04001,20.0,36.0,,,1982
04005,57.0,74.0,,,1982
04007,16.0,15.0,,,1982
04009,,5.0,,,1982
04011,1.0,,,,1982
04012,2.0,,,,1982
04013,4.0,1.0,,,1982
04015,6.0,37.0,,,1982
04017,70.0,77.0,,,1982
04019,,2.0,,,1982
04025,7.0,1.0,,,1982
04027,23.0,2.0,,,1982
05047,1.0,,,,1982
05051,6.0,2.0,,,1982
05089,2.0,,,,1982
05097,20.0,1.0,,,1982
05101,7.0,2.0,,,1982
05105,3.0,2.0,,,1982
05113,2.0,,,,1982
05127,6.0,,,,1982
05129,8.0,,,,1982
05131,2.0,,,,1982
05149,5.0,2.0,,,1982
06003,5.0,7.0,,,1982
06007,7.0,3.0,,,1982
06009,6.0,1.0,,,1982
06011,3.0,4.0,,,1982
06015,14.0,1.0,,,1982
06017,11.0,12.0,,,1982
06019,38.0,75.0,,,1982
06021,,3.0,,,1982
06023,28.0,7.0,,,1982
06025,9.0,1.0,,,1982
06027,19.0,12.0,,,1982
06029,31.0,22.0,,,1982
06033,4.0,10.0,,,1982
06035,19.0,23.0,,,1982
06037,59.0,10.0,,,1982
06039,23.0,25.0,,,1982
06041,3.0,,,,1982
06043,62.0,3.0,,,1982
06045,2.0,5.0,,,1982
06049,11.0,37.0,,,1982
06051,19.0,27.0,,,1982
06053,4.0,,,,1982
06055,1.0,,,,1982
06057,19.0,13.0,,,1982
06059,5.0,,,,1982
06061,10.0,12.0,,,1982
06063,27.0,61.0,,,1982
06065,30.0,21.0,,,1982
06069,2.0,,,,1982
06071,125.0,34.0,,,1982
06073,41.0,7.0,,,1982
06079,2.0,,,,1982
06081,1.0,,,,1982
06083,8.0,2.0,,,1982
06089,35.0,19.0,,,1982
06091,8.0,17.0,,,1982
06093,41.0,93.0,,,1982
06097,2.0,,,,1982
06103,4.0,7.0,,,1982
06105,33.0,62.0,,,1982
06107,34.0,104.0,,,1982
06109,37.0,11.0,,,1982
06111,6.0,4.0,,,1982
06115,,2.0,,,1982
08007,,16.0,,,1982
08015,8.0,3.0,,,1982
08027,1.0,1.0,,,1982
08029,1.0,7.0,,,1982
08033,1.0,2.0,,,1982
08035,4.0,12.0,,,1982
08037,2.0,8.0,,,1982
08041,4.0,2.0,,,1982
08043,,2.0,,,1982
08045,2.0,13.0,,,1982
08049,,1.0,,,1982
08053,,1.0,,,1982
08055,,1.0,,,1982
08059,3.0,16.0,,,1982
08065,5.0,,,,1982
08067,6.0,13.0,,,1982
08069,2.0,,,,1982
08077,1.0,17.0,,,1982
08079,,1.0,,,1982
08081,7.0,27.0,,,1982
08083,20.0,11.0,,,1982
08085,2.0,22.0,,,1982
08091,1.0,1.0,,,1982
08093,12.0,4.0,,,1982
08097,,2.0,,,1982
08101,1.0,,,,1982
08103,1.0,32.0,,,1982
08113,,5.0,,,1982
08117,6.0,3.0,,,1982
08119,3.0,7.0,,,1982
11001,3.0,,,,1982
12003,1.0,4.0,,,1982
12009,2.0,,,,1982
12011,2.0,,,,1982
12021,43.0,1.0,,,1982
12023,5.0,3.0,,,1982
12033,1.0,,,,1982
12069,9.0,19.0,,,1982
12073,6.0,5.0,,,1982
12077,19.0,7.0,,,1982
12083,19.0,8.0,,,1982
12086,17.0,4.0,,,1982
12087,11.0,3.0,,,1982
12107,1.0,2.0,,,1982
12129,6.0,5.0,,,1982
13039,,1.0,,,1982
13047,3.0,,,,1982
13051,1.0,,,,1982
13055,2.0,,,,1982
13111,3.0,,,,1982
13115,2.0,,,,1982
13129,2.0,,,,1982
13133,1.0,,,,1982
13137,6.0,,,,1982
13169,1.0,,,,1982
13187,4.0,,,,1982
13213,4.0,,,,1982
13241,16.0,,,,1982
13257,3.0,,,,1982
13281,1.0,,,,1982
13291,2.0,1.0,,,1982
13311,3.0,,,,1982
16001,12.0,2.0,,,1982
16005,4.0,5.0,,,1982
16009,,2.0,,,1982
16011,1.0,3.0,,,1982
16013,8.0,9.0,,,1982
16015,,1.0,,,1982
16019,2.0,,,,1982
16021,1.0,,,,1982
16023,2.0,1.0,,,1982
16029,1.0,,,,1982
16031,6.0,14.0,,,1982
16033,1.0,,,,1982
16035,,2.0,,,1982
16037,8.0,8.0,,,1982
16039,22.0,9.0,,,1982
16041,,2.0,,,1982
16043,2.0,,,,1982
16045,1.0,2.0,,,1982
16047,5.0,,,,1982
16049,1.0,6.0,,,1982
16051,1.0,,,,1982
16053,1.0,1.0,,,1982
16055,1.0,,,,1982
16059,13.0,5.0,,,1982
16063,7.0,6.0,,,1982
16067,,1.0,,,1982
16069,,1.0,,,1982
16071,1.0,,,,1982
16073,13.0,5.0,,,1982
16075,1.0,2.0,,,1982
16077,3.0,3.0,,,1982
16083,8.0,,,,1982
16087,1.0,2.0,,,1982
18071,1.0,,,,1982
18089,13.0,,,,1982
18127,4.0,,,,1982
21011,1.0,,,,1982
21051,9.0,,,,1982
21109,5.0,,,,1982
21125,7.0,1.0,,,1982
21129,1.0,,,,1982
21131,15.0,,,,1982
21147,22.0,,,,1982
21165,1.0,,,,1982
21175,1.0,,,,1982
21189,4.0,,,,1982
21193,1.0,,,,1982
21197,1.0,,,,1982
21199,2.0,,,,1982
21203,3.0,,,,1982
21205,1.0,,,,1982
21235,9.0,,,,1982
21237,2.0,,,,1982
22051,4.0,,,,1982
23009,2.0,,,,1982
24021,1.0,,,,1982
24033,2.0,,,,1982
24043,1.0,,,,1982
25001,5.0,,,,1982
26019,1.0,,,,1982
26083,3.0,,,,1982
26089,1.0,,,,1982
27007,1.0,,,,1982
27115,1.0,,,,1982
27137,,1.0,,,1982
27163,1.0,,,,1982
28005,5.0,,,,1982
28007,1.0,,,,1982
28009,6.0,,,,1982
28017,3.0,,,,1982
28021,1.0,,,,1982
28035,21.0,,,,1982
28037,3.0,,,,1982
28039,2.0,,,,1982
28041,8.0,,,,1982
28047,20.0,,,,1982
28059,9.0,,,,1982
28061,1.0,1.0,,,1982
28063,2.0,,,,1982
28067,1.0,1.0,,,1982
28071,1.0,,,,1982
28079,2.0,,,,1982
28081,4.0,,,,1982
28093,6.0,,,,1982
28109,6.0,,,,1982
28111,55.0,1.0,,,1982
28123,15.0,,,,1982
28129,7.0,,,,1982
28131,3.0,,,,1982
28139,3.0,,,,1982
28153,5.0,,,,1982
28155,1.0,,,,1982
28157,1.0,,,,1982
28161,3.0,,,,1982
29105,1.0,,,,1982
29203,4.0,1.0,,,1982
29215,1.0,2.0,,,1982
30001,,1.0,,,1982
30003,39.0,9.0,,,1982
30005,,2.0,,,1982
30007,,2.0,,,1982
30011,1.0,,,,1982
30015,,1.0,,,1982
30017,1.0,5.0,,,1982
30027,2.0,6.0,,,1982
30029,1.0,2.0,,,1982
30033,4.0,6.0,,,1982
30035,,1.0,,,1982
30039,,1.0,,,1982
30043,1.0,,,,1982
30047,3.0,10.0,,,1982
30049,1.0,2.0,,,1982
30063,2.0,,,,1982
30069,1.0,3.0,,,1982
30071,7.0,3.0,,,1982
30075,,1.0,,,1982
30077,1.0,,,,1982
30081,1.0,,,,1982
30087,,1.0,,,1982
30089,4.0,5.0,,,1982
30105,1.0,,,,1982
31157,1.0,,,,1982
32003,93.0,34.0,,,1982
32005,2.0,1.0,,,1982
32007,6.0,18.0,,,1982
32011,1.0,19.0,,,1982
32013,5.0,,,,1982
32015,16.0,3.0,,,1982
32017,19.0,24.0,,,1982
32019,2.0,,,,1982
32023,2.0,8.0,,,1982
32027,3.0,2.0,,,1982
32029,,2.0,,,1982
32031,3.0,18.0,,,1982
32033,5.0,34.0,,,1982
32510,1.0,,,,1982
34025,6.0,,,,1982
34027,1.0,,,,1982
34037,3.0,,,,1982
34041,2.0,,,,1982
35001,2.0,,,,1982
35005,1.0,,,,1982
35006,1.0,4.0,,,1982
35013,,3.0,,,1982
35015,,2.0,,,1982
35027,,1.0,,,1982
35028,,5.0,,,1982
35035,34.0,28.0,,,1982
35039,2.0,3.0,,,1982
35043,,1.0,,,1982
35045,,3.0,,,1982
35051,,1.0,,,1982
35053,,1.0,,,1982
35055,,1.0,,,1982
35059,1.0,,,,1982
35061,1.0,,,,1982
36047,28.0,,,,1982
36081,5.0,,,,1982
36085,85.0,,,,1982
37011,2.0,,,,1982
37021,2.0,,,,1982
37023,2.0,2.0,,,1982
37031,9.0,,,,1982
37039,4.0,1.0,,,1982
37043,8.0,,,,1982
37049,7.0,2.0,,,1982
37055,6.0,,,,1982
37075,18.0,,,,1982
37087,2.0,,,,1982
37089,1.0,,,,1982
37095,1.0,,,,1982
37099,3.0,1.0,,,1982
37111,9.0,2.0,,,1982
37113,12.0,1.0,,,1982
37115,5.0,1.0,,,1982
37121,2.0,,,,1982
37123,1.0,,,,1982
37173,4.0,,,,1982
37175,4.0,,,,1982
37199,1.0,,,,1982
38085,1.0,,,,1982
39153,1.0,,,,1982
40079,21.0,2.0,,,1982
40089,4.0,,,,1982
40099,2.0,,,,1982
41001,2.0,50.0,,,1982
41005,23.0,2.0,,,1982
41011,1.0,1.0,,,1982
41013,7.0,44.0,,,1982
41015,1.0,2.0,,,1982
41017,14.0,49.0,,,1982
41019,8.0,9.0,,,1982
41021,1.0,,,,1982
41023,8.0,84.0,,,1982
41025,15.0,41.0,,,1982
41027,9.0,3.0,,,1982
41029,6.0,13.0,,,1982
41031,20.0,3.0,,,1982
41033,6.0,11.0,,,1982
41035,8.0,16.0,,,1982
41037,4.0,25.0,,,1982
41039,27.0,67.0,,,1982
41041,1.0,,,,1982
41043,12.0,43.0,,,1982
41045,1.0,30.0,,,1982
41047,6.0,8.0,,,1982
41051,1.0,,,,1982
41053,2.0,,,,1982
41057,2.0,,,,1982
41059,,2.0,,,1982
41061,3.0,18.0,,,1982
41063,2.0,27.0,,,1982
41065,20.0,2.0,,,1982
41069,1.0,6.0,,,1982
42013,1.0,,,,1982
42047,2.0,,,,1982
42083,1.0,,,,1982
42089,3.0,,,,1982
42103,2.0,,,,1982
42123,7.0,,,,1982
45015,40.0,,,,1982
45019,19.0,,,,1982
45037,1.0,,,,1982
45065,4.0,,,,1982
45071,3.0,,,,1982
45073,3.0,,,,1982
45087,4.0,,,,1982
45091,1.0,,,,1982
46007,1.0,,,,1982
46019,1.0,1.0,,,1982
46033,12.0,27.0,,,1982
46041,7.0,,,,1982
46047,,1.0,,,1982
46081,4.0,12.0,,,1982
46093,,2.0,,,1982
46102,80.0,5.0,,,1982
46103,4.0,17.0,,,1982
46137,6.0,,,,1982
47009,1.0,,,,1982
47019,25.0,,,,1982
47025,6.0,,,,1982
47029,8.0,,,,1982
47059,4.0,,,,1982
47065,3.0,,,,1982
47071,1.0,,,,1982
47081,2.0,,,,1982
47091,2.0,,,,1982
47101,1.0,,,,1982
47123,14.0,1.0,,,1982
47129,9.0,,,,1982
47139,5.0,,,,1982
47149,1.0,,,,1982
47151,2.0,,,,1982
47155,1.0,,,,1982
47163,8.0,,,,1982
47171,13.0,,,,1982
47179,1.0,,,,1982
47181,4.0,,,,1982
48005,4.0,,,,1982
48043,,2.0,,,1982
48109,,6.0,,,1982
48199,2.0,,,,1982
48225,2.0,,,,1982
48233,1.0,,,,1982
48241,1.0,,,,1982
48273,3.0,,,,1982
48339,2.0,,,,1982
48341,1.0,,,,1982
48403,12.0,1.0,,,1982
48405,7.0,,,,1982
48407,3.0,,,,1982
48419,2.0,,,,1982
48455,3.0,2.0,,,1982
48457,2.0,,,,1982
48465,1.0,,,,1982
48471,5.0,,,,1982
48497,4.0,,,,1982
49001,2.0,6.0,,,1982
49003,2.0,1.0,,,1982
49007,,4.0,,,1982
49009,,9.0,,,1982
49015,,1.0,,,1982
49017,,1.0,,,1982
49019,4.0,1.0,,,1982
49021,2.0,12.0,,,1982
49023,7.0,17.0,,,1982
49025,1.0,8.0,,,1982
49027,2.0,7.0,,,1982
49031,,1.0,,,1982
49037,9.0,10.0,,,1982
49039,2.0,1.0,,,1982
49041,4.0,2.0,,,1982
49045,6.0,16.0,,,1982
49047,10.0,15.0,,,1982
49049,1.0,2.0,,,1982
49053,8.0,12.0,,,1982
49055,,1.0,,,1982
50003,1.0,1.0,,,1982
51005,,1.0,,,1982
51009,1.0,,,,1982
51015,5.0,1.0,,,1982
51017,5.0,,,,1982
51021,3.0,,,,1982
51023,3.0,,,,1982
51045,3.0,1.0,,,1982
51051,1.0,,,,1982
51059,1.0,,,,1982
51067,,1.0,,,1982
51069,1.0,,,,1982
51077,1.0,,,,1982
51087,1.0,,,,1982
51113,3.0,,,,1982
51125,1.0,,,,1982
51139,2.0,,,,1982
51153,1.0,,,,1982
51155,3.0,,,,1982
51157,2.0,,,,1982
51163,3.0,,,,1982
51165,1.0,,,,1982
51171,,1.0,,,1982
51173,1.0,,,,1982
51177,2.0,,,,1982
51191,1.0,,,,1982
51195,1.0,,,,1982
51730,1.0,,,,1982
53009,7.0,,,,1982
53019,1.0,,,,1982
53025,1.0,,,,1982
53031,8.0,,,,1982
53045,1.0,,,,1982
53053,2.0,3.0,,,1982
53055,22.0,,,,1982
53065,3.0,1.0,,,1982
53071,1.0,,,,1982
54023,1.0,,,,1982
54025,4.0,1.0,,,1982
54031,2.0,,,,1982
54037,1.0,,,,1982
54071,8.0,2.0,,,1982
54075,3.0,,,,1982
54093,1.0,,,,1982
55013,2.0,,,,1982
55083,1.0,,,,1982
56001,,2.0,,,1982
56003,5.0,2.0,,,1982
56005,,1.0,,,1982
56007,11.0,2.0,,,1982
56009,,2.0,,,1982
56011,3.0,18.0,,,1982
56013,5.0,3.0,,,1982
56017,3.0,1.0,,,1982
56019,1.0,3.0,,,1982
56023,22.0,4.0,,,1982
56025,1.0,2.0,,,1982
56029,1.0,6.0,,,1982
56033,,3.0,,,1982
56035,6.0,4.0,,,1982
56037,9.0,24.0,,,1982
56039,9.0,8.0,,,1982
56041,,1.0,,,1982
56043,2.0,2.0,,,1982
56045,,2.0,,,1982
01007,3.0,,,,1983
01015,1.0,,,,1983
01027,5.0,2.0,,,1983
01029,13.0,1.0,,,1983
01033,2.0,,,,1983
01039,2.0,,,,1983
01049,1.0,,,,1983
01077,1.0,,,,1983
01079,6.0,,,,1983
01087,1.0,,,,1983
01121,9.0,,,,1983
01133,13.0,,,,1983
04001,10.0,49.0,,,1983
04003,,1.0,,,1983
04005,43.0,92.0,,,1983
04007,12.0,7.0,,,1983
04009,2.0,,,,1983
04012,8.0,,,,1983
04013,110.0,4.0,,,1983
04015,28.0,43.0,,,1983
04017,29.0,69.0,,,1983
04019,4.0,1.0,,,1983
04021,208.0,4.0,,,1983
04025,12.0,6.0,,,1983
04027,10.0,,,,1983
05007,9.0,,,,1983
05051,3.0,4.0,,,1983
05083,1.0,,,,1983
05089,1.0,,,,1983
05097,21.0,1.0,,,1983
05101,6.0,,,,1983
05105,2.0,1.0,,,1983
05113,2.0,,,,1983
05125,2.0,1.0,,,1983
05127,5.0,2.0,,,1983
05139,1.0,,,,1983
05149,7.0,3.0,,,1983
06003,4.0,5.0,,,1983
06005,1.0,,,,1983
06007,9.0,6.0,,,1983
06009,6.0,1.0,,,1983
06011,,1.0,,,1983
06015,4.0,1.0,,,1983
06017,16.0,2.0,,,1983
06019,42.0,21.0,,,1983
06021,2.0,12.0,,,1983
06023,42.0,6.0,,,1983
06025,7.0,,,,1983
06027,7.0,6.0,,,1983
06029,48.0,10.0,,,1983
06031,1.0,,,,1983
06033,8.0,4.0,,,1983
06035,13.0,54.0,,,1983
06037,56.0,4.0,,,1983
06039,18.0,9.0,,,1983
06041,9.0,,,,1983
06043,45.0,13.0,,,1983
06045,4.0,9.0,,,1983
06047,1.0,,,,1983
06049,3.0,58.0,,,1983
06051,13.0,10.0,,,1983
06053,3.0,1.0,,,1983
06055,2.0,,,,1983
06057,18.0,6.0,,,1983
06059,2.0,,,,1983
06061,8.0,13.0,,,1983
06063,28.0,63.0,,,1983
06065,33.0,12.0,,,1983
06069,2.0,,,,1983
06071,127.0,28.0,,,1983
06073,25.0,10.0,,,1983
06079,6.0,,,,1983
06081,2.0,,,,1983
06083,10.0,1.0,,,1983
06089,29.0,52.0,,,1983
06091,4.0,13.0,,,1983
06093,36.0,116.0,,,1983
06103,5.0,19.0,,,1983
06105,30.0,92.0,,,1983
06107,28.0,23.0,,,1983
06109,34.0,9.0,,,1983
06111,8.0,,,,1983
06113,1.0,,,,1983
06115,5.0,,,,1983
08007,2.0,16.0,,,1983
08015,5.0,,,,1983
08027,1.0,1.0,,,1983
08029,2.0,8.0,,,1983
08033,2.0,,,,1983
08035,2.0,5.0,,,1983
08037,8.0,5.0,,,1983
08041,10.0,1.0,,,1983
08043,,2.0,,,1983
08045,3.0,13.0,,,1983
08049,1.0,1.0,,,1983
08051,1.0,1.0,,,1983
08053,,3.0,,,1983
08059,1.0,4.0,,,1983
08065,3.0,,,,1983
08067,5.0,11.0,,,1983
08069,,1.0,,,1983
08077,5.0,12.0,,,1983
08081,3.0,48.0,,,1983
08083,10.0,12.0,,,1983
08085,,15.0,,,1983
08091,,1.0,,,1983
08093,5.0,1.0,,,1983
08097,2.0,1.0,,,1983
08103,3.0,14.0,,,1983
08107,,1.0,,,1983
08113,1.0,1.0,,,1983
08117,10.0,,,,1983
08119,3.0,,,,1983
10005,1.0,,,,1983
11001,1.0,,,,1983
12003,4.0,3.0,,,1983
12009,5.0,4.0,,,1983
12021,56.0,5.0,,,1983
12023,3.0,4.0,,,1983
12037,1.0,1.0,,,1983
12069,10.0,,,,1983
12073,11.0,4.0,,,1983
12077,3.0,5.0,,,1983
12081,,1.0,,,1983
12083,34.0,8.0,,,1983
12085,,1.0,,,1983
12086,1.0,2.0,,,1983
12087,1.0,8.0,,,1983
12127,1.0,1.0,,,1983
12129,6.0,3.0,,,1983
13049,1.0,,,,1983
13051,,1.0,,,1983
13067,2.0,,,,1983
13111,3.0,,,,1983
13115,1.0,,,,1983
13123,1.0,,,,1983
13129,,1.0,,,1983
13133,2.0,,,,1983
13137,5.0,,,,1983
13159,6.0,1.0,,,1983
13169,1.0,,,,1983
13187,5.0,,,,1983
13213,5.0,,,,1983
13237,4.0,,,,1983
13241,23.0,1.0,,,1983
13291,3.0,,,,1983
13311,2.0,,,,1983
16001,6.0,3.0,,,1983
16003,1.0,,,,1983
16005,5.0,1.0,,,1983
16009,,1.0,,,1983
16011,3.0,4.0,,,1983
16013,1.0,6.0,,,1983
16015,,3.0,,,1983
16019,2.0,1.0,,,1983
16023,,1.0,,,1983
16025,,3.0,,,1983
16027,4.0,,,,1983
16029,1.0,1.0,,,1983
16031,9.0,6.0,,,1983
16033,1.0,1.0,,,1983
16037,7.0,3.0,,,1983
16039,19.0,19.0,,,1983
16045,1.0,2.0,,,1983
16047,1.0,3.0,,,1983
16049,,1.0,,,1983
16053,10.0,7.0,,,1983
16057,2.0,1.0,,,1983
16059,4.0,6.0,,,1983
16063,15.0,7.0,,,1983
16067,,9.0,,,1983
16069,1.0,,,,1983
16071,3.0,7.0,,,1983
16073,16.0,14.0,,,1983
16075,3.0,2.0,,,1983
16077,,5.0,,,1983
16083,12.0,6.0,,,1983
16087,,3.0,,,1983
17015,1.0,,,,1983
17085,1.0,,,,1983
17199,2.0,,,,1983
18089,7.0,,,,1983
18127,13.0,1.0,,,1983
19027,1.0,,,,1983
21051,17.0,,,,1983
21099,1.0,,,,1983
21109,10.0,,,,1983
21125,8.0,,,,1983
21129,2.0,,,,1983
21131,12.0,,,,1983
21147,19.0,1.0,,,1983
21165,2.0,,,,1983
21189,2.0,,,,1983
21197,3.0,,,,1983
21199,1.0,,,,1983
21205,6.0,,,,1983
21235,7.0,,,,1983
21237,1.0,,,,1983
22051,2.0,,,,1983
23009,6.0,,,,1983
24031,1.0,,,,1983
24033,2.0,,,,1983
24043,3.0,,,,1983
25001,7.0,,,,1983
25009,1.0,,,,1983
25017,1.0,,,,1983
26089,1.0,,,,1983
27005,2.0,,,,1983
27007,1.0,,,,1983
27021,6.0,,,,1983
27027,2.0,,,,1983
27119,2.0,,,,1983
27121,1.0,,,,1983
27137,3.0,,,,1983
27153,1.0,,,,1983
28009,4.0,,,,1983
28017,3.0,,,,1983
28035,13.0,,,,1983
28037,2.0,,,,1983
28039,2.0,,,,1983
28041,7.0,,,,1983
28047,19.0,,,,1983
28059,5.0,,,,1983
28063,1.0,,,,1983
28067,2.0,,,,1983
28071,1.0,,,,1983
28079,2.0,,,,1983
28081,2.0,,,,1983
28093,9.0,,,,1983
28109,6.0,,,,1983
28111,43.0,1.0,,,1983
28123,3.0,,,,1983
28129,13.0,,,,1983
28131,7.0,,,,1983
28139,1.0,,,,1983
28145,1.0,,,,1983
28153,10.0,,,,1983
28157,2.0,,,,1983
28161,6.0,,,,1983
29035,1.0,,,,1983
29105,4.0,,,,1983
29203,1.0,,,,1983
29215,1.0,1.0,,,1983
30001,2.0,1.0,,,1983
30003,86.0,58.0,,,1983
30005,2.0,3.0,,,1983
30007,1.0,,,,1983
30011,,6.0,,,1983
30015,1.0,,,,1983
30017,1.0,4.0,,,1983
30021,1.0,,,,1983
30027,1.0,3.0,,,1983
30029,1.0,3.0,,,1983
30033,1.0,15.0,,,1983
30035,,2.0,,,1983
30043,1.0,2.0,,,1983
30047,1.0,1.0,,,1983
30049,,2.0,,,1983
30055,,3.0,,,1983
30057,2.0,,,,1983
30065,1.0,1.0,,,1983
30067,1.0,,,,1983
