GEOID,Human,Natural,Undetermined,Unknown,Year
01007,5.0,,,,1980
01015,7.0,1.0,,,1980
01027,3.0,,,,1980
01029,7.0,5.0,,,1980
01033,8.0,,,,1980
01039,5.0,,,,1980
01053,1.0,,,,1980
01065,2.0,1.0,,,1980
01071,2.0,,,,1980
01077,1.0,,,,1980
01079,5.0,,,,1980
01105,,1.0,,,1980
01121,11.0,2.0,,,1980
01125,2.0,,,,1980
01133,29.0,,,,1980
04003,1.0,1.0,,,1980
04005,93.0,124.0,,,1980
04007,,2.0,,,1980
04009,1.0,4.0,,,1980
04012,1.0,2.0,,,1980
04013,3.0,2.0,,,1980
04015,26.0,105.0,,,1980
04019,1.0,1.0,,,1980
04025,5.0,13.0,,,1980
04027,11.0,1.0,,,1980
05003,3.0,,,,1980
05005,,1.0,,,1980
05007,5.0,,,,1980
05033,1.0,,,,1980
05051,32.0,8.0,,,1980
05081,1.0,,,,1980
05083,1.0,3.0,,,1980
05097,41.0,11.0,,,1980
05101,14.0,1.0,,,1980
05105,16.0,6.0,,,1980
05109,,2.0,,,1980
05113,12.0,7.0,,,1980
05125,6.0,1.0,,,1980
05127,15.0,6.0,,,1980
05129,9.0,,,,1980
05131,,2.0,,,1980
05149,13.0,7.0,,,1980
06003,9.0,18.0,,,1980
06005,1.0,,,,1980
06007,10.0,7.0,,,1980
06009,4.0,4.0,,,1980
06011,4.0,,,,1980
06015,20.0,1.0,,,1980
06017,18.0,9.0,,,1980
06019,65.0,62.0,,,1980
06021,1.0,,,,1980
06023,27.0,,,,1980
06025,9.0,,,,1980
06027,11.0,10.0,,,1980
06029,30.0,14.0,,,1980
06033,14.0,4.0,,,1980
06035,22.0,68.0,,,1980
06037,113.0,7.0,,,1980
06039,36.0,35.0,,,1980
06041,10.0,,,,1980
06043,75.0,33.0,,,1980
06045,3.0,1.0,,,1980
06049,8.0,93.0,,,1980
06051,24.0,41.0,,,1980
06053,10.0,,,,1980
06057,28.0,7.0,,,1980
06059,3.0,,,,1980
06061,19.0,18.0,,,1980
06063,46.0,59.0,,,1980
06065,44.0,19.0,,,1980
06069,1.0,,,,1980
06071,177.0,67.0,,,1980
06073,40.0,6.0,,,1980
06079,2.0,,,,1980
06083,13.0,3.0,,,1980
06089,32.0,39.0,,,1980
06091,14.0,11.0,,,1980
06093,68.0,53.0,,,1980
06097,1.0,,,,1980
06103,14.0,10.0,,,1980
06105,52.0,12.0,,,1980
06107,50.0,115.0,,,1980
06109,69.0,40.0,,,1980
06111,15.0,8.0,,,1980
06115,4.0,1.0,,,1980
08007,3.0,15.0,,,1980
08013,,1.0,,,1980
08015,14.0,7.0,,,1980
08027,5.0,3.0,,,1980
08029,1.0,7.0,,,1980
08033,,9.0,,,1980
08035,5.0,30.0,,,1980
08037,25.0,14.0,,,1980
08041,4.0,3.0,,,1980
08043,6.0,10.0,,,1980
08045,8.0,30.0,,,1980
08049,2.0,1.0,,,1980
08051,4.0,4.0,,,1980
08053,2.0,3.0,,,1980
08055,1.0,1.0,,,1980
08057,,1.0,,,1980
08059,7.0,18.0,,,1980
08065,5.0,,,,1980
08067,6.0,13.0,,,1980
08069,3.0,,,,1980
08077,13.0,12.0,,,1980
08079,,3.0,,,1980
08081,3.0,36.0,,,1980
08083,19.0,24.0,,,1980
08085,1.0,25.0,,,1980
08091,,7.0,,,1980
08093,17.0,18.0,,,1980
08097,12.0,4.0,,,1980
08101,,1.0,,,1980
08103,6.0,42.0,,,1980
08107,,1.0,,,1980
08109,,3.0,,,1980
08111,1.0,1.0,,,1980
08113,1.0,12.0,,,1980
08117,12.0,6.0,,,1980
08119,5.0,2.0,,,1980
10005,1.0,,,,1980
11001,4.0,,,,1980
12003,4.0,4.0,,,1980
12009,5.0,4.0,,,1980
12011,2.0,,,,1980
12021,97.0,3.0,,,1980
12023,6.0,2.0,,,1980
12031,1.0,,,,1980
12037,21.0,8.0,,,1980
12053,1.0,,,,1980
12069,12.0,3.0,,,1980
12073,8.0,7.0,,,1980
12077,18.0,11.0,,,1980
12083,39.0,8.0,,,1980
12086,12.0,19.0,,,1980
12087,12.0,6.0,,,1980
12107,7.0,,,,1980
12127,2.0,4.0,,,1980
12129,12.0,8.0,,,1980
13039,2.0,,,,1980
13049,1.0,,,,1980
13051,,1.0,,,1980
13065,1.0,,,,1980
13067,4.0,,,,1980
13111,10.0,,,,1980
13123,5.0,,,,1980
13129,3.0,,,,1980
13133,1.0,,,,1980
13137,7.0,,,,1980
13159,2.0,1.0,,,1980
13187,33.0,,,,1980
13213,15.0,,,,1980
13237,2.0,,,,1980
13241,60.0,1.0,,,1980
13257,2.0,,,,1980
13291,14.0,1.0,,,1980
13295,7.0,,,,1980
13299,1.0,,,,1980
13311,8.0,,,,1980
13313,4.0,,,,1980
16001,5.0,2.0,,,1980
16005,1.0,3.0,,,1980
16011,5.0,1.0,,,1980
16013,7.0,12.0,,,1980
16015,1.0,,,,1980
16023,2.0,,,,1980
16025,2.0,2.0,,,1980
16027,4.0,,,,1980
16029,2.0,,,,1980
16031,7.0,13.0,,,1980
16033,1.0,,,,1980
16037,8.0,3.0,,,1980
16039,12.0,5.0,,,1980
16041,1.0,,,,1980
16043,,1.0,,,1980
16045,6.0,,,,1980
16047,3.0,,,,1980
16051,2.0,,,,1980
16053,8.0,,,,1980
16059,14.0,6.0,,,1980
16063,16.0,10.0,,,1980
16071,,2.0,,,1980
16073,9.0,10.0,,,1980
16075,4.0,2.0,,,1980
16077,1.0,1.0,,,1980
16081,1.0,,,,1980
16083,14.0,3.0,,,1980
16085,,1.0,,,1980
17059,1.0,,,,1980
17077,2.0,,,,1980
18071,1.0,,,,1980
18089,10.0,,,,1980
18105,1.0,,,,1980
18127,8.0,,,,1980
19043,1.0,,,,1980
19079,1.0,,,,1980
20145,1.0,,,,1980
20185,,1.0,,,1980
21011,1.0,,,,1980
21051,42.0,,,,1980
21061,1.0,,,,1980
21109,10.0,,,,1980
21125,11.0,,,,1980
21131,18.0,,,,1980
21147,55.0,3.0,,,1980
21165,4.0,,,,1980
21189,5.0,,,,1980
21193,1.0,,,,1980
21197,1.0,,,,1980
21199,10.0,,,,1980
21203,2.0,1.0,,,1980
21205,4.0,,,,1980
21235,21.0,,,,1980
21237,4.0,,,,1980
24031,,1.0,,,1980
24043,1.0,,,,1980
24045,1.0,,,,1980
24047,1.0,,,,1980
25001,9.0,,,,1980
25017,3.0,,,,1980
26001,2.0,,,,1980
26033,3.0,,,,1980
26041,1.0,,,,1980
26061,1.0,,,,1980
26069,7.0,,,,1980
26085,2.0,,,,1980
26101,3.0,,,,1980
26105,3.0,,,,1980
26123,14.0,,,,1980
26127,7.0,,,,1980
26135,8.0,,,,1980
26165,4.0,,,,1980
27007,17.0,,,,1980
27021,19.0,1.0,,,1980
27061,3.0,,,,1980
27067,4.0,,,,1980
27071,1.0,1.0,,,1980
27075,1.0,,,,1980
27089,1.0,,,,1980
27111,1.0,,,,1980
27137,9.0,11.0,,,1980
27141,1.0,,,,1980
27145,1.0,,,,1980
28001,3.0,,,,1980
28005,2.0,,,,1980
28009,39.0,1.0,,,1980
28019,5.0,,,,1980
28025,1.0,,,,1980
28035,24.0,,,,1980
28037,4.0,,,,1980
28039,4.0,1.0,,,1980
28041,10.0,1.0,,,1980
28047,43.0,,,,1980
28059,11.0,,,,1980
28061,1.0,,,,1980
28067,5.0,,,,1980
28071,3.0,,,,1980
28079,2.0,,,,1980
28081,3.0,,,,1980
28093,9.0,2.0,,,1980
28103,,1.0,,,1980
28109,5.0,,,,1980
28111,113.0,1.0,,,1980
28123,12.0,,,,1980
28129,8.0,,,,1980
28131,3.0,,,,1980
28139,1.0,,,,1980
28145,2.0,,,,1980
28153,9.0,,,,1980
28159,3.0,,,,1980
28161,4.0,,,,1980
29009,7.0,,,,1980
29023,21.0,1.0,,,1980
29035,19.0,,,,1980
29041,1.0,,,,1980
29043,7.0,,,,1980
29055,16.0,,,,1980
29065,12.0,,,,1980
29067,9.0,,,,1980
29091,13.0,,,,1980
29093,4.0,,,,1980
29105,8.0,2.0,,,1980
29123,6.0,,,,1980
29149,9.0,,,,1980
29153,8.0,,,,1980
29161,10.0,2.0,,,1980
29169,4.0,1.0,,,1980
29179,8.0,1.0,,,1980
29181,15.0,1.0,,,1980
29203,38.0,,,,1980
29209,1.0,,,,1980
29213,6.0,,,,1980
29215,12.0,3.0,,,1980
29221,16.0,,,,1980
29223,5.0,,,,1980
29229,3.0,,,,1980
30001,2.0,4.0,,,1980
30003,,1.0,,,1980
30005,,3.0,,,1980
30009,,1.0,,,1980
30011,1.0,1.0,,,1980
30013,,1.0,,,1980
30015,1.0,3.0,,,1980
30017,,3.0,,,1980
30019,,1.0,,,1980
30027,4.0,16.0,,,1980
30029,,4.0,,,1980
30031,1.0,,,,1980
30033,6.0,10.0,,,1980
30037,,1.0,,,1980
30039,,3.0,,,1980
30043,1.0,,,,1980
30047,6.0,5.0,,,1980
30049,2.0,,,,1980
30055,2.0,4.0,,,1980
30063,,4.0,,,1980
30067,,2.0,,,1980
30069,,9.0,,,1980
30071,8.0,9.0,,,1980
30075,,1.0,,,1980
30077,,1.0,,,1980
30079,,3.0,,,1980
30087,,1.0,,,1980
30089,6.0,7.0,,,1980
30093,1.0,,,,1980
30105,2.0,1.0,,,1980
31027,3.0,,,,1980
31031,,3.0,,,1980
31067,1.0,,,,1980
31069,,8.0,,,1980
31157,3.0,,,,1980
31183,,1.0,,,1980
32003,57.0,65.0,,,1980
32005,2.0,4.0,,,1980
32007,9.0,15.0,,,1980
32009,1.0,,,,1980
32011,2.0,10.0,,,1980
32013,10.0,1.0,,,1980
32015,8.0,5.0,,,1980
32017,38.0,76.0,,,1980
32019,1.0,4.0,,,1980
32021,,1.0,,,1980
32023,3.0,14.0,,,1980
32027,2.0,,,,1980
32031,2.0,11.0,,,1980
32033,5.0,57.0,,,1980
32510,1.0,1.0,,,1980
33003,2.0,,,,1980
33007,4.0,,,,1980
33009,4.0,,,,1980
34025,2.0,,,,1980
34027,1.0,,,,1980
34037,10.0,,,,1980
34041,8.0,1.0,,,1980
35001,3.0,,,,1980
35003,,1.0,,,1980
35005,1.0,1.0,,,1980
35006,1.0,5.0,,,1980
35013,4.0,,,,1980
35015,1.0,12.0,,,1980
35028,1.0,,,,1980
35029,,1.0,,,1980
35035,36.0,28.0,,,1980
35039,,2.0,,,1980
35043,3.0,6.0,,,1980
35045,14.0,21.0,,,1980
35053,,1.0,,,1980
35055,,2.0,,,1980
35057,1.0,2.0,,,1980
35061,1.0,,,,1980
36047,37.0,,,,1980
36081,9.0,,,,1980
36085,91.0,1.0,,,1980
36091,1.0,,,,1980
36103,5.0,,,,1980
37007,3.0,,,,1980
37011,2.0,,,,1980
37023,6.0,1.0,,,1980
37027,6.0,1.0,,,1980
37029,,1.0,,,1980
37031,9.0,,,,1980
37039,18.0,1.0,,,1980
37043,3.0,,,,1980
37049,4.0,,,,1980
37055,6.0,,,,1980
37073,,1.0,,,1980
37075,16.0,1.0,,,1980
37087,5.0,,,,1980
37089,1.0,,,,1980
37099,2.0,,,,1980
37103,2.0,,,,1980
37111,12.0,1.0,,,1980
37113,18.0,,,,1980
37115,5.0,1.0,,,1980
37123,3.0,,,,1980
37139,1.0,1.0,,,1980
37173,9.0,,,,1980
37175,5.0,,,,1980
38005,3.0,,,,1980
38007,,2.0,,,1980
38019,1.0,,,,1980
38057,1.0,,,,1980
38077,1.0,,,,1980
39035,2.0,,,,1980
39073,5.0,,,,1980
39087,30.0,,,,1980
39145,4.0,,,,1980
39153,3.0,,,,1980
40079,38.0,6.0,,,1980
40089,34.0,,,,1980
40099,6.0,1.0,,,1980
41001,16.0,32.0,,,1980
41003,2.0,,,,1980
41005,21.0,4.0,,,1980
41009,3.0,,,,1980
41011,3.0,1.0,,,1980
41013,16.0,36.0,,,1980
41015,,2.0,,,1980
41017,45.0,43.0,,,1980
41019,15.0,21.0,,,1980
41021,,4.0,,,1980
41023,15.0,51.0,,,1980
41025,13.0,23.0,,,1980
41027,5.0,1.0,,,1980
41029,11.0,9.0,,,1980
41031,11.0,2.0,,,1980
41033,3.0,8.0,,,1980
41035,24.0,17.0,,,1980
41037,9.0,54.0,,,1980
41039,33.0,30.0,,,1980
41043,29.0,8.0,,,1980
41045,4.0,29.0,,,1980
41047,13.0,2.0,,,1980
41051,1.0,,,,1980
41053,1.0,,,,1980
41057,2.0,,,,1980
41059,1.0,1.0,,,1980
41061,7.0,23.0,,,1980
41063,8.0,14.0,,,1980
41065,7.0,2.0,,,1980
41069,2.0,10.0,,,1980
41071,2.0,,,,1980
42047,1.0,,,,1980
42053,1.0,,,,1980
42103,15.0,,,,1980
42123,3.0,,,,1980
45001,6.0,,,,1980
45015,67.0,2.0,,,1980
45019,26.0,,,,1980
45021,1.0,,,,1980
45025,1.0,1.0,,,1980
45037,1.0,,,,1980
45039,3.0,,,,1980
45047,3.0,,,,1980
45059,7.0,,,,1980
45065,2.0,1.0,,,1980
45071,4.0,2.0,,,1980
45073,7.0,1.0,,,1980
45087,6.0,1.0,,,1980
46015,,1.0,,,1980
46019,1.0,,,,1980
46023,1.0,,,,1980
46033,22.0,55.0,,,1980
46037,1.0,,,,1980
46047,,5.0,,,1980
46071,,2.0,,,1980
46075,,1.0,,,1980
46079,1.0,,,,1980
46081,8.0,19.0,,,1980
46103,38.0,37.0,,,1980
46109,1.0,,,,1980
47009,4.0,2.0,,,1980
47019,10.0,1.0,,,1980
47025,2.0,,,,1980
47029,2.0,,,,1980
47059,1.0,,,,1980
47065,2.0,,,,1980
47071,3.0,,,,1980
47091,1.0,,,,1980
47101,1.0,,,,1980
47123,58.0,2.0,,,1980
47129,3.0,,,,1980
47139,40.0,7.0,,,1980
47151,1.0,,,,1980
47155,2.0,,,,1980
47163,4.0,,,,1980
47165,,1.0,,,1980
47171,9.0,,,,1980
47181,2.0,,,,1980
48005,10.0,,,,1980
48037,,1.0,,,1980
48039,1.0,,,,1980
48043,4.0,,,,1980
48071,,1.0,,,1980
48109,3.0,1.0,,,1980
48111,,5.0,,,1980
48199,5.0,,,,1980
48225,6.0,1.0,,,1980
48233,5.0,,,,1980
48241,9.0,1.0,,,1980
48245,,1.0,,,1980
48273,5.0,,,,1980
48339,1.0,,,,1980
48373,1.0,,,,1980
48375,5.0,,,,1980
48403,15.0,,,,1980
48405,9.0,,,,1980
48407,4.0,,,,1980
48419,15.0,,,,1980
48455,9.0,3.0,,,1980
48457,2.0,,,,1980
48465,1.0,1.0,,,1980
48471,10.0,,,,1980
48497,4.0,,,,1980
49001,1.0,7.0,,,1980
49003,,1.0,,,1980
49007,2.0,9.0,,,1980
49009,,4.0,,,1980
49011,,2.0,,,1980
49013,,1.0,,,1980
49015,1.0,,,,1980
49017,4.0,4.0,,,1980
49019,25.0,14.0,,,1980
49021,4.0,14.0,,,1980
49023,5.0,6.0,,,1980
49025,2.0,6.0,,,1980
49027,5.0,7.0,,,1980
49031,,1.0,,,1980
49037,4.0,15.0,,,1980
49039,1.0,2.0,,,1980
49041,4.0,3.0,,,1980
49045,2.0,6.0,,,1980
49047,5.0,15.0,,,1980
49049,1.0,2.0,,,1980
49053,7.0,46.0,,,1980
49055,1.0,,,,1980
50001,1.0,,,,1980
50027,,1.0,,,1980
51005,3.0,,,,1980
51009,7.0,1.0,,,1980
51015,5.0,3.0,,,1980
51017,10.0,,,,1980
51019,2.0,1.0,,,1980
51021,1.0,,,,1980
51023,3.0,1.0,,,1980
51045,5.0,1.0,,,1980
51051,3.0,,,,1980
51059,4.0,,,,1980
51091,,1.0,,,1980
51105,2.0,,,,1980
51113,1.0,,,,1980
51121,1.0,,,,1980
51125,,1.0,,,1980
51139,,1.0,,,1980
51141,1.0,,,,1980
51149,1.0,,,,1980
51153,1.0,,,,1980
51155,2.0,,,,1980
51157,2.0,,,,1980
51161,2.0,,,,1980
51163,9.0,,,,1980
51165,5.0,2.0,,,1980
51169,2.0,,,,1980
51171,1.0,,,,1980
51177,2.0,,,,1980
51191,1.0,,,,1980
51195,2.0,,,,1980
51197,1.0,,,,1980
51530,1.0,,,,1980
51730,6.0,,,,1980
51800,,2.0,,,1980
53007,1.0,,,,1980
53009,1.0,,,,1980
53031,3.0,,,,1980
53039,1.0,,,,1980
53045,3.0,,,,1980
53055,1.0,,,,1980
53057,4.0,,,,1980
53063,1.0,,,,1980
53065,1.0,,,,1980
53073,6.0,,,,1980
54031,4.0,,,,1980
54037,2.0,,,,1980
54071,3.0,1.0,,,1980
54075,3.0,,,,1980
54083,3.0,1.0,,,1980
55003,,1.0,,,1980
55007,3.0,,,,1980
55013,2.0,,,,1980
55029,1.0,,,,1980
55057,1.0,,,,1980
55067,1.0,,,,1980
55083,13.0,,,,1980
56001,,3.0,,,1980
56003,8.0,4.0,,,1980
56005,,4.0,,,1980
56007,6.0,5.0,,,1980
56009,,1.0,,,1980
56011,1.0,30.0,,,1980
56013,16.0,2.0,,,1980
56015,,1.0,,,1980
56019,1.0,7.0,,,1980
56023,32.0,12.0,,,1980
56025,1.0,3.0,,,1980
56029,6.0,10.0,,,1980
56033,7.0,8.0,,,1980
56035,22.0,9.0,,,1980
56037,7.0,18.0,,,1980
56039,29.0,14.0,,,1980
56041,2.0,,,,1980
56043,6.0,8.0,,,1980
56045,,1.0,,,1980
01007,2.0,,,,1981
01015,12.0,1.0,,,1981
01021,1.0,,,,1981
01027,7.0,1.0,,,1981
01029,41.0,,,,1981
01033,6.0,,,,1981
01039,9.0,,,,1981
01053,10.0,,,,1981
01065,1.0,1.0,,,1981
01077,4.0,,,,1981
01083,1.0,,,,1981
01087,2.0,,,,1981
01105,1.0,1.0,,,1981
01121,26.0,1.0,,,1981
01125,1.0,,,,1981
01133,25.0,1.0,,,1981
04001,9.0,88.0,,,1981
04005,79.0,192.0,,,1981
04007,5.0,41.0,,,1981
04009,,6.0,,,1981
04011,1.0,,,,1981
04012,3.0,1.0,,,1981
04015,11.0,38.0,,,1981
04017,31.0,195.0,,,1981
04019,,2.0,,,1981
04021,2.0,,,,1981
04025,7.0,4.0,,,1981
04027,19.0,,,,1981
05007,2.0,,,,1981
05011,5.0,,,,1981
05033,1.0,,,,1981
05051,12.0,1.0,,,1981
05061,1.0,,,,1981
05077,1.0,,,,1981
05089,2.0,,,,1981
05097,30.0,2.0,,,1981
05101,9.0,,,,1981
05105,2.0,1.0,,,1981
05107,2.0,,,,1981
05113,5.0,,,,1981
05127,8.0,,,,1981
05129,10.0,,,,1981
05131,1.0,,,,1981
05149,8.0,1.0,,,1981
06003,8.0,29.0,,,1981
06005,,3.0,,,1981
06007,4.0,,,,1981
06009,15.0,20.0,,,1981
06011,4.0,,,,1981
06015,6.0,,,,1981
06017,34.0,12.0,,,1981
06019,70.0,95.0,,,1981
06021,4.0,,,,1981
06023,17.0,,,,1981
06025,4.0,,,,1981
06027,18.0,21.0,,,1981
06029,18.0,38.0,,,1981
06033,14.0,,,,1981
06035,12.0,58.0,,,1981
06037,95.0,20.0,,,1981
06039,33.0,53.0,,,1981
06041,4.0,,,,1981
06043,115.0,12.0,,,1981
06045,1.0,,,,1981
06049,18.0,25.0,,,1981
06051,35.0,52.0,,,1981
06053,7.0,1.0,,,1981
06055,1.0,,,,1981
06057,46.0,10.0,,,1981
06059,5.0,,,,1981
06061,32.0,28.0,,,1981
06063,43.0,84.0,,,1981
06065,38.0,13.0,,,1981
06069,2.0,,,,1981
06071,180.0,53.0,,,1981
06073,57.0,1.0,,,1981
06077,1.0,,,,1981
06079,5.0,,,,1981
06083,18.0,2.0,,,1981
06089,54.0,8.0,,,1981
06091,20.0,16.0,,,1981
06093,76.0,16.0,,,1981
06095,1.0,,,,1981
06103,11.0,1.0,,,1981
06105,54.0,3.0,,,1981
06107,55.0,148.0,,,1981
06109,84.0,84.0,,,1981
06111,14.0,9.0,,,1981
06115,4.0,,,,1981
08003,1.0,,,,1981
08007,,18.0,,,1981
08015,5.0,5.0,,,1981
08019,2.0,,,,1981
08027,1.0,,,,1981
08029,1.0,9.0,,,1981
08033,1.0,6.0,,,1981
08035,7.0,16.0,,,1981
08037,17.0,13.0,,,1981
08041,4.0,,,,1981
08043,11.0,10.0,,,1981
08045,7.0,17.0,,,1981
08049,2.0,1.0,,,1981
08051,2.0,2.0,,,1981
08053,,3.0,,,1981
08055,,2.0,,,1981
08057,1.0,,,,1981
08059,7.0,12.0,,,1981
08065,3.0,,,,1981
08067,4.0,21.0,,,1981
08069,2.0,,,,1981
08077,13.0,23.0,,,1981
08079,,1.0,,,1981
08081,3.0,57.0,,,1981
08083,37.0,21.0,,,1981
08085,,50.0,,,1981
08091,1.0,3.0,,,1981
08093,12.0,12.0,,,1981
08097,4.0,3.0,,,1981
08103,2.0,45.0,,,1981
08109,1.0,,,,1981
08111,1.0,,,,1981
08113,,14.0,,,1981
08117,10.0,1.0,,,1981
08119,2.0,2.0,,,1981
10005,1.0,,,,1981
11001,13.0,,,,1981
12003,22.0,9.0,,,1981
12009,10.0,30.0,,,1981
12021,118.0,5.0,,,1981
12023,9.0,5.0,,,1981
12033,1.0,,,,1981
12037,14.0,8.0,,,1981
12061,,1.0,,,1981
12065,,1.0,,,1981
12069,27.0,36.0,,,1981
12073,22.0,2.0,,,1981
12077,25.0,12.0,,,1981
12083,49.0,36.0,,,1981
12086,18.0,13.0,,,1981
12087,15.0,8.0,,,1981
12107,2.0,6.0,,,1981
12113,1.0,,,,1981
12127,7.0,2.0,,,1981
12129,13.0,18.0,,,1981
13011,1.0,,,,1981
13039,,1.0,,,1981
13049,,1.0,,,1981
13051,,3.0,,,1981
13055,7.0,,,,1981
13067,4.0,,,,1981
13111,12.0,,,,1981
13121,1.0,,,,1981
13123,3.0,,,,1981
13133,3.0,,,,1981
13135,1.0,,,,1981
13137,20.0,,,,1981
13159,5.0,,,,1981
13169,3.0,1.0,,,1981
13187,19.0,,,,1981
13213,7.0,,,,1981
13237,15.0,2.0,,,1981
13241,119.0,1.0,,,1981
13257,2.0,,,,1981
13281,1.0,,,,1981
13291,11.0,,,,1981
13295,10.0,,,,1981
13299,1.0,2.0,,,1981
13311,13.0,,,,1981
13313,4.0,,,,1981
16001,16.0,2.0,,,1981
16003,1.0,,,,1981
16005,4.0,2.0,,,1981
16007,1.0,2.0,,,1981
16011,9.0,6.0,,,1981
16013,20.0,11.0,,,1981
16017,,1.0,,,1981
16019,2.0,,,,1981
16023,1.0,5.0,,,1981
16025,6.0,3.0,,,1981
16027,1.0,,,,1981
16029,1.0,4.0,,,1981
16031,20.0,33.0,,,1981
16033,7.0,1.0,,,1981
16035,,1.0,,,1981
16037,23.0,8.0,,,1981
16039,26.0,5.0,,,1981
16041,1.0,1.0,,,1981
16043,,2.0,,,1981
16045,2.0,3.0,,,1981
16047,6.0,1.0,,,1981
16049,1.0,9.0,,,1981
16051,7.0,,,,1981
16053,6.0,1.0,,,1981
16055,,1.0,,,1981
16059,14.0,12.0,,,1981
16063,12.0,3.0,,,1981
16065,1.0,1.0,,,1981
16067,2.0,1.0,,,1981
16071,1.0,5.0,,,1981
16073,19.0,2.0,,,1981
16075,1.0,,,,1981
16077,1.0,6.0,,,1981
16083,11.0,3.0,,,1981
16087,1.0,1.0,,,1981
17199,3.0,,,,1981
18089,11.0,,,,1981
18091,1.0,,,,1981
18127,13.0,,,,1981
20185,1.0,,,,1981
21051,47.0,,,,1981
21109,12.0,,,,1981
21125,13.0,,,,1981
21129,2.0,,,,1981
21131,19.0,,,,1981
21147,33.0,,,,1981
21165,4.0,,,,1981
21189,4.0,,,,1981
21193,2.0,,,,1981
21197,6.0,,,,1981
21199,2.0,,,,1981
21203,7.0,,,,1981
21205,6.0,,,,1981
21235,8.0,,,,1981
21237,2.0,,,,1981
22051,4.0,,,,1981
23009,6.0,,,,1981
24001,1.0,,,,1981
24021,1.0,,,,1981
24031,1.0,,,,1981
24033,2.0,,,,1981
24043,2.0,,,,1981
25001,12.0,,,,1981
25017,1.0,,,,1981
26053,1.0,,,,1981
27005,5.0,,,,1981
27007,5.0,,,,1981
27021,8.0,,,,1981
27023,1.0,,,,1981
27027,,1.0,,,1981
27067,2.0,,,,1981
27073,1.0,,,,1981
27089,1.0,,,,1981
27111,1.0,,,,1981
27121,3.0,,,,1981
27137,5.0,,,,1981
27141,2.0,,,,1981
27145,3.0,,,,1981
27149,1.0,,,,1981
27151,1.0,,,,1981
27171,1.0,,,,1981
28001,1.0,,,,1981
28005,5.0,,,,1981
28007,3.0,,,,1981
28009,7.0,,,,1981
28017,1.0,,,,1981
28019,2.0,,,,1981
28029,3.0,,,,1981
28035,28.0,,,,1981
28037,16.0,,,,1981
28039,8.0,,,,1981
28041,12.0,,,,1981
28047,57.0,,,,1981
28057,1.0,,,,1981
28059,20.0,,,,1981
28061,2.0,,,,1981
28063,2.0,,,,1981
28067,6.0,,,,1981
28071,4.0,,,,1981
28079,2.0,,,,1981
28081,3.0,,,,1981
28085,1.0,,,,1981
28087,1.0,,,,1981
28089,3.0,,,,1981
28093,10.0,,,,1981
28103,1.0,,,,1981
28109,4.0,,,,1981
28111,118.0,,,,1981
28123,23.0,,,,1981
28125,2.0,,,,1981
28129,11.0,,,,1981
28131,11.0,,,,1981
28145,2.0,,,,1981
28153,23.0,,,,1981
28155,2.0,,,,1981
28157,5.0,,,,1981
28159,6.0,,,,1981
28161,6.0,,,,1981
28163,1.0,,,,1981
29087,1.0,,,,1981
29105,5.0,,,,1981
29119,,1.0,,,1981
29123,2.0,,,,1981
29169,1.0,,,,1981
29207,1.0,,,,1981
29215,4.0,,,,1981
29221,1.0,,,,1981
30001,1.0,10.0,,,1981
30005,1.0,8.0,,,1981
30011,,1.0,,,1981
30015,,1.0,,,1981
30017,,7.0,,,1981
30027,1.0,11.0,,,1981
30029,3.0,9.0,,,1981
30031,,1.0,,,1981
30033,2.0,7.0,,,1981
30043,2.0,3.0,,,1981
30047,10.0,15.0,,,1981
30049,1.0,5.0,,,1981
30057,2.0,3.0,,,1981
30063,1.0,19.0,,,1981
30067,,2.0,,,1981
30069,,3.0,,,1981
30071,4.0,5.0,,,1981
30075,,1.0,,,1981
30077,1.0,8.0,,,1981
30079,,1.0,,,1981
30085,,1.0,,,1981
30087,,1.0,,,1981
30089,8.0,14.0,,,1981
30093,,1.0,,,1981
30105,,1.0,,,1981
31031,,2.0,,,1981
31157,1.0,,,,1981
31161,1.0,,,,1981
32001,1.0,,,,1981
32003,87.0,19.0,,,1981
32005,5.0,9.0,,,1981
32007,18.0,66.0,,,1981
32009,2.0,,,,1981
32011,7.0,13.0,,,1981
32013,5.0,3.0,,,1981
32015,10.0,6.0,,,1981
32017,24.0,69.0,,,1981
32019,,5.0,,,1981
32023,2.0,5.0,,,1981
32027,,2.0,,,1981
32031,3.0,14.0,,,1981
32033,6.0,77.0,,,1981
32510,1.0,1.0,,,1981
33003,1.0,,,,1981
33007,2.0,,,,1981
33009,1.0,,,,1981
34001,1.0,,,,1981
34025,4.0,,,,1981
34027,3.0,,,,1981
34037,11.0,,,,1981
34041,4.0,,,,1981
35001,3.0,1.0,,,1981
35005,1.0,,,,1981
35006,2.0,3.0,,,1981
35013,1.0,4.0,,,1981
35015,,1.0,,,1981
35028,,1.0,,,1981
35031,,2.0,,,1981
35035,32.0,15.0,,,1981
35039,2.0,4.0,,,1981
35043,2.0,7.0,,,1981
35045,,4.0,,,1981
35055,3.0,,,,1981
35057,1.0,,,,1981
35059,,1.0,,,1981
35061,,1.0,,,1981
36047,48.0,,,,1981
36073,1.0,,,,1981
36081,13.0,,,,1981
36085,60.0,,,,1981
36091,1.0,,,,1981
36103,3.0,,,,1981
37005,1.0,,,,1981
37011,5.0,,,,1981
37021,5.0,,,,1981
37023,6.0,,,,1981
37027,11.0,1.0,,,1981
